Chr	Start	End	Target	Score	IM_PET
chr2L	3451856	3453856	colt	0.974	0
chr2L	3804886	3806886	CG8814	0.967	0
chr2L	3804886	3806886	CG9643	0.959	0
chr2L	3804886	3806886	CG15436	0.959	0
chr2L	3805345	3807345	CG8814	0.967	0
chr2L	3805345	3807345	CG9643	0.959	0
chr2L	3805345	3807345	CG3407	0.982	0
chr2L	3805345	3807345	CG15436	0.959	0
chr2L	3871101	3873101	Sf3b2	0.967	0
chr2L	3871101	3873101	CG44002	0.981	0
chr2L	3871101	3873101	CG12194	0.966	0
chr2L	3871322	3873322	Sf3b2	0.967	0
chr2L	3871322	3873322	CG44002	0.981	0
chr2L	3871322	3873322	CG12194	0.965	0
chr2L	4028700	4030700	FBgn0031523	0.961	0
chr2L	4028700	4030700	FBgn0031526	0.98	0
chr2L	4028700	4030700	Ptpa	0.963	0
chr2L	4029125	4031125	FBgn0031523	0.961	0
chr2L	4029125	4031125	FBgn0031526	0.98	0
chr2L	4029125	4031125	Ptpa	0.963	0
chr2L	4030428	4032428	FBgn0005779	0.962	0
chr2L	4030428	4032428	FBgn0031526	0.981	0
chr2L	4030428	4032428	Ptpa	0.963	0
chr2L	4030436	4032436	FBgn0005779	0.962	0
chr2L	4030436	4032436	FBgn0031526	0.981	0
chr2L	4030436	4032436	Ptpa	0.963	0
chr2L	4030847	4032847	FBgn0005779	0.962	0
chr2L	4030847	4032847	FBgn0031526	0.981	0
chr2L	4030847	4032847	Ptpa	0.963	0
chr2L	4031445	4033445	FBgn0005779	0.962	0
chr2L	4031445	4033445	FBgn0031526	0.981	0
chr2L	4031445	4033445	Ptpa	0.963	0
chr2L	4033783	4035783	FBgn0005779	0.962	0
chr2L	4033783	4035783	FBgn0031526	0.981	0
chr2L	4033783	4035783	Ptpa	0.972	0
chr2L	4033783	4035783	CG3008	0.962	0
chr2L	4033894	4035894	FBgn0005779	0.962	0
chr2L	4033894	4035894	FBgn0031526	0.981	0
chr2L	4033894	4035894	Ptpa	0.972	0
chr2L	4033894	4035894	CG3008	0.962	0
chr2L	4052077	4054077	FBgn0005779	0.973	0
chr2L	4052077	4054077	FBgn0031526	0.983	0
chr2L	4052077	4054077	Ptpa	0.98	0
chr2L	4052605	4054605	FBgn0005779	0.964	0
chr2L	4052605	4054605	FBgn0031526	0.983	0
chr2L	4052605	4054605	Ptpa	0.98	0
chr2L	4054348	4056348	FBgn0005779	0.964	0
chr2L	4054348	4056348	FBgn0031526	0.983	0
chr2L	4054348	4056348	Ptpa	0.98	0
chr2L	4186257	4188257	tank	0.956	0
chr2L	4186257	4188257	CG12194	0.961	0
chr2L	4186257	4188257	mRpS2	0.957	0
chr2L	4220402	4222402	FBgn0031548	0.98	0
chr2L	4220402	4222402	FBgn0031550	0.975	0
chr2L	4220402	4222402	mRpL24	0.967	0
chr2L	4220518	4222518	FBgn0031548	0.98	0
chr2L	4220518	4222518	FBgn0031550	0.975	0
chr2L	4220518	4222518	mRpL24	0.967	0
chr2L	4220728	4222728	FBgn0031548	0.98	0
chr2L	4220728	4222728	FBgn0031550	0.975	0
chr2L	4220728	4222728	mRpL24	0.969	0
chr2L	4353355	4355355	Ptpa	0.962	0
chr2L	4353355	4355355	LeuRS	0.962	0
chr2L	4353355	4355355	CG33995	0.981	0
chr2L	4353729	4355729	Ptpa	0.962	0
chr2L	4353729	4355729	LeuRS	0.962	0
chr2L	4353729	4355729	CG33995	0.981	0
chr2L	4353768	4355768	Ptpa	0.962	0
chr2L	4353768	4355768	LeuRS	0.962	0
chr2L	4353768	4355768	CG33995	0.981	0
chr2L	4362297	4364297	FBgn0031548	0.962	0
chr2L	4362297	4364297	FBgn0031562	0.962	0
chr2L	4362297	4364297	cutlet	0.963	0
chr2L	4362297	4364297	CG33995	0.979	0
chr2L	4362717	4364717	FBgn0031548	0.962	0
chr2L	4362717	4364717	FBgn0031562	0.962	0
chr2L	4362717	4364717	cutlet	0.963	0
chr2L	4362717	4364717	CG33995	0.979	0
chr2L	4363253	4365253	FBgn0031548	0.962	0
chr2L	4363253	4365253	FBgn0031562	0.962	0
chr2L	4363253	4365253	cutlet	0.963	0
chr2L	4363253	4365253	CG33995	0.979	0
chr2L	4365662	4367662	cutlet	0.972	0
chr2L	4365662	4367662	Traf4	0.977	0
chr2L	4365662	4367662	CG33995	0.979	0
chr2L	4366082	4368082	FBgn0031548	0.967	0
chr2L	4366082	4368082	cutlet	0.973	0
chr2L	4366082	4368082	CG33995	0.979	0
chr2L	4366535	4368535	cutlet	0.973	0
chr2L	4366535	4368535	FBgn0031596	0.977	0
chr2L	4366535	4368535	CG33995	0.979	0
chr2L	4366968	4368968	FBgn0031548	0.967	0
chr2L	4366968	4368968	cutlet	0.973	0
chr2L	4366968	4368968	CG33995	0.979	0
chr2L	4368155	4370155	cutlet	0.973	0
chr2L	4368155	4370155	FBgn0265269	0.982	0
chr2L	4368155	4370155	CG33995	0.979	0
chr2L	4368485	4370485	cutlet	0.973	0
chr2L	4368485	4370485	FBgn0265269	0.985	0
chr2L	4368485	4370485	CG33995	0.979	0
chr2L	4372804	4374804	cutlet	0.978	0
chr2L	4372804	4374804	FBgn0265269	0.986	0
chr2L	4372804	4374804	CG33995	0.977	0
chr2L	4372912	4374912	cutlet	0.978	0
chr2L	4372912	4374912	FBgn0265269	0.986	0
chr2L	4372912	4374912	l(2)k05819	0.979	0
chr2L	4374190	4376190	FBgn0031533	0.967	0
chr2L	4374190	4376190	FBgn0031548	0.967	0
chr2L	4374190	4376190	cutlet	0.978	0
chr2L	4374190	4376190	CG33995	0.977	0
chr2L	4381369	4383369	Psf2	0.958	0
chr2L	4381369	4383369	CG31650	0.956	0
chr2L	4381369	4383369	Ncoa6	0.968	0
chr2L	4381662	4383662	Psf2	0.947	0
chr2L	4381662	4383662	CG31650	0.956	0
chr2L	4381662	4383662	Ncoa6	0.968	0
chr2L	4384583	4386583	CG31650	0.947	0
chr2L	4384583	4386583	Bub1	0.91	0
chr2L	4384583	4386583	Ncoa6	0.961	0
chr2L	4384822	4386822	CG31650	0.947	0
chr2L	4384822	4386822	Bub1	0.91	0
chr2L	4384822	4386822	Ncoa6	0.961	0
chr2L	4402265	4404265	Pif1	0.921	0
chr2L	4402265	4404265	Bub1	0.94	0
chr2L	4402265	4404265	Ncoa6	0.915	0
chr2L	4402655	4404655	Pif1	0.921	0
chr2L	4402655	4404655	FBgn0262357	0.988	0
chr2L	4402655	4404655	Bub1	0.94	0
chr2L	4447115	4449115	CG15432	0.989	0
chr2L	4447115	4449115	Elp3	0.986	0
chr2L	4447115	4449115	CG15435	0.969	0
chr2L	4447496	4449496	Elp3	0.993	0
chr2L	4447496	4449496	Bub1	0.957	0
chr2L	4447496	4449496	Ncoa6	0.944	0
chr2L	4447636	4449636	CG15432	0.966	0
chr2L	4447636	4449636	Elp3	0.993	0
chr2L	4447636	4449636	Bub1	0.957	0
chr2L	4794079	4796079	hoe1	0.964	0
chr2L	4794079	4796079	FBgn0031715	0.944	0
chr2L	4794079	4796079	FBgn0031732	0.961	0
chr2L	4816882	4818882	Cep97	0.946	0
chr2L	4816882	4818882	Vps52	0.981	0
chr2L	4816882	4818882	FBgn0051913	0.959	0
chr2L	4819802	4821802	Cep97	0.946	0
chr2L	4819802	4821802	Vps52	0.982	0
chr2L	4819802	4821802	FBgn0051913	0.959	0
chr2L	4823222	4825222	fred	0.957	0
chr2L	4823222	4825222	Vps52	0.982	0
chr2L	4823222	4825222	FBgn0051913	0.959	0
chr2L	4823641	4825641	fred	0.957	0
chr2L	4823641	4825641	Vps52	0.982	0
chr2L	4823641	4825641	FBgn0051913	0.959	0
chr2L	4823965	4825965	fred	0.957	0
chr2L	4823965	4825965	Vps52	0.982	0
chr2L	4823965	4825965	FBgn0051913	0.959	0
chr2L	4824493	4826493	fred	0.957	0
chr2L	4824493	4826493	Vps52	0.982	0
chr2L	4824493	4826493	FBgn0051913	0.959	0
chr2L	4828931	4830931	fred	0.961	0
chr2L	4828931	4830931	Vps52	0.982	0
chr2L	4828931	4830931	FBgn0051913	0.957	0
chr2L	4829040	4831040	fred	0.961	0
chr2L	4829040	4831040	Vps52	0.982	0
chr2L	4829040	4831040	FBgn0051913	0.957	0
chr2L	4890752	4892752	fred	0.953	0
chr2L	4890752	4892752	Cf2	0.924	0
chr2L	4890752	4892752	CG11030	0.959	0
chr2L	4891180	4893180	fred	0.951	0
chr2L	4891180	4893180	CG11030	0.959	0
chr2L	4891180	4893180	FBgn0051913	0.916	0
chr2L	4891886	4893886	fred	0.951	0
chr2L	4891886	4893886	CG11030	0.959	0
chr2L	4891886	4893886	FBgn0051913	0.916	0
chr2L	4901032	4903032	fred	0.936	0
chr2L	4901032	4903032	Cf2	0.963	0
chr2L	4901032	4903032	CG11030	0.959	0
chr2L	4901444	4903444	fred	0.936	0
chr2L	4901444	4903444	Cf2	0.919	0
chr2L	4901444	4903444	CG11030	0.959	0
chr2L	4945126	4947126	FBgn0031580	0.969	0
chr2L	4945126	4947126	FBgn0031653	0.997	0
chr2L	4945126	4947126	FBgn0051913	0.957	0
chr2L	4948360	4950360	FBgn0031580	0.967	0
chr2L	4948360	4950360	Sgs1	0.987	0
chr2L	4948360	4950360	betaggt-I	0.97	0
chr2L	4948689	4950689	FBgn0031580	0.961	0
chr2L	4948689	4950689	Sgs1	0.965	0
chr2L	4948689	4950689	betaggt-I	0.976	0
chr2L	4954526	4956526	FBgn0031580	0.957	0
chr2L	4954526	4956526	FBgn0031653	0.972	0
chr2L	4954526	4956526	FBgn0051913	0.954	0
chr2L	5058819	5060819	CG3652	0.976	0
chr2L	5058819	5060819	qtc	0.987	0
chr2L	5058819	5060819	CG11030	0.977	0
chr2L	5070111	5072111	CG3652	0.978	0
chr2L	5070111	5072111	CG11030	0.962	0
chr2L	5070111	5072111	FBgn0051913	0.964	0
chr2L	5095456	5097456	CG3652	0.979	0
chr2L	5095456	5097456	FBgn0051913	0.974	0
chr2L	5095456	5097456	Gpdh	0.967	0
chr2L	5095888	5097888	CG3652	0.978	0
chr2L	5095888	5097888	FBgn0051913	0.974	0
chr2L	5095888	5097888	Gpdh	0.967	0
chr2L	5098815	5100815	CG3652	0.977	0
chr2L	5098815	5100815	FBgn0051913	0.974	0
chr2L	5098815	5100815	Gpdh	0.967	0
chr2L	5201383	5203383	bchs	0.98	0
chr2L	5201383	5203383	CG12393	0.967	0
chr2L	5201383	5203383	WDR79	0.96	0
chr2L	5201383	5203383	FBgn0031784	0.96	0
chr2L	5201503	5203503	bchs	0.98	0
chr2L	5201503	5203503	CG12393	0.967	0
chr2L	5201503	5203503	WDR79	0.96	0
chr2L	5201503	5203503	FBgn0031784	0.96	0
chr2L	5234158	5236158	Psf2	0.964	0
chr2L	5234158	5236158	bchs	0.98	0
chr2L	5234158	5236158	CG12393	0.95	0
chr2L	5234652	5236652	Psf2	0.964	0
chr2L	5234652	5236652	bchs	0.98	0
chr2L	5234652	5236652	CG12393	0.95	0
chr2L	5235276	5237276	Psf2	0.964	0
chr2L	5235276	5237276	bchs	0.98	0
chr2L	5235276	5237276	CG12393	0.95	0
chr2L	5236256	5238256	Psf2	0.964	0
chr2L	5236256	5238256	bchs	0.979	0
chr2L	5236256	5238256	CG12393	0.949	0
chr2L	5239198	5241198	Psf2	0.96	0
chr2L	5239198	5241198	bchs	0.979	0
chr2L	5239198	5241198	chic	0.947	0
chr2L	5240372	5242372	Psf2	0.96	0
chr2L	5240372	5242372	bchs	0.979	0
chr2L	5240372	5242372	chic	0.947	0
chr2L	5240631	5242631	Psf2	0.96	0
chr2L	5240631	5242631	bchs	0.979	0
chr2L	5240631	5242631	chic	0.947	0
chr2L	5270024	5272024	chic	0.968	0
chr2L	5270024	5272024	WDR79	0.96	0
chr2L	5270024	5272024	FBgn0031784	0.958	0
chr2L	5270354	5272354	chic	0.968	0
chr2L	5270354	5272354	WDR79	0.96	0
chr2L	5270354	5272354	FBgn0031784	0.958	0
chr2L	5527538	5529538	tank	0.974	0
chr2L	5527538	5529538	CG12194	0.98	0
chr2L	5527538	5529538	mRpS2	0.965	0
chr2L	5530807	5532807	tank	0.974	0
chr2L	5530807	5532807	CG12194	0.98	0
chr2L	5530807	5532807	FBgn0031715	0.995	0
chr2L	5530828	5532828	tank	0.974	0
chr2L	5530828	5532828	CG12194	0.98	0
chr2L	5530828	5532828	FBgn0031715	0.992	0
chr2L	5540439	5542439	CG12194	0.98	0
chr2L	5540439	5542439	FBgn0031715	0.975	0
chr2L	5540439	5542439	Oscillin	0.993	0
chr2L	5546290	5548290	tank	0.967	0
chr2L	5546290	5548290	CG12194	0.977	0
chr2L	5546290	5548290	mRpS2	0.967	0
chr2L	5546290	5548290	FBgn0031720	0.986	0
chr2L	5546290	5548290	FBgn0031791	0.967	0
chr2L	5546688	5548688	CG12194	0.977	0
chr2L	5546688	5548688	mRpS2	0.967	0
chr2L	5546688	5548688	FBgn0031791	0.967	0
chr2L	5723762	5725762	CG31650	0.967	0
chr2L	5723762	5725762	slam	0.963	0
chr2L	5723762	5725762	CG9507	0.962	0
chr2L	5787676	5789676	CG12194	0.963	0
chr2L	5787676	5789676	jet	0.961	0
chr2L	5787676	5789676	CG9536	0.98	0
chr2L	5788214	5790214	CG12194	0.963	0
chr2L	5788214	5790214	jet	0.961	0
chr2L	5788214	5790214	CG9536	0.98	0
chr2L	5788228	5790228	CG12194	0.963	0
chr2L	5788228	5790228	jet	0.961	0
chr2L	5788228	5790228	CG9536	0.98	0
chr2L	6022995	6024995	CG3430	0.968	0
chr2L	6022995	6024995	Atac1	0.969	0
chr2L	6022995	6024995	CG10399	0.969	0
chr2L	6023188	6025188	CG3430	0.968	0
chr2L	6023188	6025188	Atac1	0.969	0
chr2L	6023188	6025188	CG10399	0.969	0
chr2L	6036448	6038448	CG9135	0.967	0
chr2L	6036448	6038448	uif	0.975	0
chr2L	6036448	6038448	CG43322	0.961	0
chr2L	6050201	6052201	CG34179	0.97	0
chr2L	6050201	6052201	uif	0.962	0
chr2L	6050201	6052201	CG43322	0.964	0
chr2L	6050333	6052333	CG34179	0.975	0
chr2L	6050333	6052333	Kr-h2	0.968	0
chr2L	6050333	6052333	CG43322	0.964	0
chr2L	6061255	6063255	CG9150	0.979	0
chr2L	6061255	6063255	CG9154	0.981	0
chr2L	6061255	6063255	Kr-h2	0.963	0
chr2L	6124126	6126126	Bub1	0.964	0
chr2L	6124126	6126126	Atac1	0.955	0
chr2L	6124126	6126126	CG10399	0.955	0
chr2L	6124126	6126126	uif	0.966	0
chr2L	6124643	6126643	Bub1	0.964	0
chr2L	6124643	6126643	Atac1	0.955	0
chr2L	6124643	6126643	CG10399	0.955	0
chr2L	6124643	6126643	uif	0.966	0
chr2L	6126259	6128259	Bub1	0.964	0
chr2L	6126259	6128259	CG10399	0.955	0
chr2L	6126259	6128259	uif	0.966	0
chr2L	6126484	6128484	Bub1	0.964	0
chr2L	6126484	6128484	CG10399	0.955	0
chr2L	6126484	6128484	uif	0.966	0
chr2L	6126655	6128655	Bub1	0.964	0
chr2L	6126655	6128655	CG10399	0.955	0
chr2L	6126655	6128655	uif	0.966	0
chr2L	6127282	6129282	Bub1	0.964	0
chr2L	6127282	6129282	stai	0.973	0
chr2L	6127282	6129282	uif	0.966	0
chr2L	6323007	6325007	uif	0.965	0
chr2L	6323007	6325007	CG43322	0.98	0
chr2L	6323007	6325007	MME1	0.975	0
chr2L	6323503	6325503	uif	0.965	0
chr2L	6323503	6325503	CG43322	0.98	0
chr2L	6323503	6325503	MME1	0.976	0
chr2L	6475399	6477399	Hel25E	0.969	0
chr2L	6475399	6477399	CG4496	0.979	0
chr2L	6475399	6477399	FBgn0031910	0.975	0
chr2L	6475659	6477659	KFase	0.974	0
chr2L	6475659	6477659	CG4496	0.979	0
chr2L	6475659	6477659	FBgn0031910	0.975	0
chr2L	6475946	6477946	Hel25E	0.969	0
chr2L	6475946	6477946	CG4496	0.979	0
chr2L	6475946	6477946	FBgn0031910	0.975	0
chr2L	6475954	6477954	Hel25E	0.969	0
chr2L	6475954	6477954	CG4496	0.979	0
chr2L	6475954	6477954	FBgn0031910	0.975	0
chr2L	6475971	6477971	Hel25E	0.969	0
chr2L	6475971	6477971	CG4496	0.979	0
chr2L	6475971	6477971	FBgn0031910	0.975	0
chr2L	6497699	6499699	CG14014	0.963	0
chr2L	6497699	6499699	TTLL3A	0.975	0
chr2L	6497699	6499699	CG4496	0.982	0
chr2L	6498141	6500141	KFase	0.973	0
chr2L	6498141	6500141	TTLL3A	0.974	0
chr2L	6498141	6500141	CG4496	0.982	0
chr2L	6556644	6558644	FBgn0031722	0.961	0
chr2L	6556644	6558644	FBgn0031732	0.961	0
chr2L	6556644	6558644	bchs	0.965	0
chr2L	6556644	6558644	FBgn0031910	0.962	0
chr2L	6564652	6566652	FBgn0031732	0.965	0
chr2L	6564652	6566652	bchs	0.972	0
chr2L	6564652	6566652	FBgn0031910	0.966	0
chr2L	6565152	6567152	FBgn0031732	0.965	0
chr2L	6565152	6567152	bchs	0.972	0
chr2L	6565152	6567152	FBgn0031910	0.966	0
chr2L	6610681	6612681	bchs	0.982	0
chr2L	6610681	6612681	FBgn0031910	0.926	0
chr2L	6610681	6612681	FBgn0031920	0.945	0
chr2L	6645484	6647484	Gpdh	0.98	0
chr2L	6645484	6647484	CG9044	0.966	0
chr2L	6645484	6647484	FBgn0031758	0.98	0
chr2L	6645851	6647851	Gpdh	0.98	0
chr2L	6645851	6647851	CG9044	0.966	0
chr2L	6645851	6647851	FBgn0031758	0.98	0
chr2L	6645890	6647890	Gpdh	0.98	0
chr2L	6645890	6647890	CG9044	0.966	0
chr2L	6645890	6647890	FBgn0031758	0.98	0
chr2L	6723377	6725377	FBgn0051913	0.969	0
chr2L	6723377	6725377	CG5171	0.98	0
chr2L	6723377	6725377	Myo28B1	0.973	0
chr2L	6736128	6738128	FBgn0051910	0.984	0
chr2L	6736128	6738128	CG5171	0.978	0
chr2L	6736128	6738128	santa-maria	0.966	0
chr2L	6736128	6738128	Tep3	0.966	0
chr2L	6736755	6738755	FBgn0051910	0.976	0
chr2L	6736755	6738755	CG5171	0.978	0
chr2L	6736755	6738755	santa-maria	0.966	0
chr2L	6736755	6738755	Tep3	0.966	0
chr2L	6793320	6795320	WDR79	0.976	0
chr2L	6793320	6795320	FBgn0042189	0.986	0
chr2L	6793320	6795320	FBgn0031920	0.972	0
chr2L	6793416	6795416	WDR79	0.976	0
chr2L	6793416	6795416	FBgn0042189	0.999	0
chr2L	6793416	6795416	FBgn0031920	0.972	0
chr2L	6793559	6795559	WDR79	0.976	0
chr2L	6793559	6795559	FBgn0042189	0.999	0
chr2L	6793559	6795559	FBgn0031920	0.972	0
chr2L	6853175	6855175	bchs	0.964	0
chr2L	6853175	6855175	WDR79	0.966	0
chr2L	6853175	6855175	FBgn0051639	0.966	0
chr2L	6853590	6855590	bchs	0.964	0
chr2L	6853590	6855590	WDR79	0.966	0
chr2L	6853590	6855590	FBgn0051639	0.966	0
chr2L	6912638	6914638	chic	0.961	0
chr2L	6912638	6914638	CG12393	0.95	0
chr2L	6912638	6914638	FBgn0031791	0.958	0
chr2L	6912753	6914753	chic	0.961	0
chr2L	6912753	6914753	FBgn0031791	0.958	0
chr2L	6912753	6914753	Rat1	0.983	0
chr2L	6916934	6918934	chic	0.948	0
chr2L	6916934	6918934	CG12393	0.95	0
chr2L	6916934	6918934	FBgn0031791	0.959	0
chr2L	6921705	6923705	chic	0.948	0
chr2L	6921705	6923705	CG12393	0.944	0
chr2L	6921705	6923705	FBgn0031791	0.966	0
chr2L	6943867	6945867	FBgn0031791	0.97	0
chr2L	6943867	6945867	Gas41	0.963	0
chr2L	6943867	6945867	CG13775	0.99	0
chr2L	6965569	6967569	FBgn0031791	0.964	0
chr2L	6965569	6967569	CG13775	0.974	0
chr2L	6965569	6967569	snRNP-U1-70K	0.991	0
chr2L	6967945	6969945	CG13775	0.994	0
chr2L	6967945	6969945	sip2	0.991	0
chr2L	6967945	6969945	Coprox	0.99	0
chr2L	6970749	6972749	CG12393	0.963	0
chr2L	6970749	6972749	WDR79	0.964	0
chr2L	6970749	6972749	FBgn0031784	0.961	0
chr2L	7008277	7010277	CG12393	0.965	0
chr2L	7008277	7010277	FBgn0031802	0.962	0
chr2L	7008277	7010277	FBgn0263026	0.976	0
chr2L	7008762	7010762	CG12393	0.965	0
chr2L	7008762	7010762	FBgn0031802	0.971	0
chr2L	7008762	7010762	Pcp	0.981	0
chr2L	7012397	7014397	CG12393	0.965	0
chr2L	7012397	7014397	FBgn0051639	0.943	0
chr2L	7012397	7014397	FBgn0031802	0.972	0
chr2L	7012890	7014890	CG12393	0.965	0
chr2L	7012890	7014890	FBgn0051639	0.943	0
chr2L	7012890	7014890	FBgn0031802	0.972	0
chr2L	7036817	7038817	FBgn0031802	0.981	0
chr2L	7036817	7038817	slam	0.976	0
chr2L	7036817	7038817	CG9507	0.962	0
chr2L	7048197	7050197	FBgn0031802	0.981	0
chr2L	7048197	7050197	slam	0.978	0
chr2L	7048197	7050197	CG9507	0.977	0
chr2L	7049368	7051368	FBgn0031802	0.981	0
chr2L	7049368	7051368	slam	0.978	0
chr2L	7049368	7051368	CG9507	0.977	0
chr2L	7049788	7051788	FBgn0031802	0.981	0
chr2L	7049788	7051788	slam	0.978	0
chr2L	7049788	7051788	CG9507	0.977	0
chr2L	7055678	7057678	FBgn0031802	0.979	0
chr2L	7055678	7057678	slam	0.98	0
chr2L	7055678	7057678	CG9507	0.979	0
chr2L	7062974	7064974	WDR79	0.973	0
chr2L	7062974	7064974	slam	0.98	0
chr2L	7062974	7064974	CG9507	0.981	0
chr2L	7062974	7064974	CG11289	0.973	0
chr2L	7063104	7065104	WDR79	0.973	0
chr2L	7063104	7065104	slam	0.98	0
chr2L	7063104	7065104	CG9507	0.981	0
chr2L	7063104	7065104	CG11289	0.973	0
chr2L	7063579	7065579	slam	0.98	0
chr2L	7063579	7065579	CG9507	0.981	0
chr2L	7063579	7065579	Pvf2	0.975	0
chr2L	7181230	7183230	CG9536	0.977	0
chr2L	7181230	7183230	CG11289	0.98	0
chr2L	7181230	7183230	CG4496	0.961	0
chr2L	7181541	7183541	FBgn0031802	0.958	0
chr2L	7181541	7183541	CG9536	0.977	0
chr2L	7181541	7183541	CG11289	0.975	0
chr2L	7181541	7183541	CG7466	0.958	0
chr2L	7192902	7194902	FBgn0031791	0.968	0
chr2L	7192902	7194902	FBgn0031802	0.965	0
chr2L	7192902	7194902	CG9536	0.97	0
chr2L	7193051	7195051	FBgn0031791	0.968	0
chr2L	7193051	7195051	FBgn0031802	0.965	0
chr2L	7193051	7195051	CG9536	0.968	0
chr2L	7193414	7195414	FBgn0031791	0.968	0
chr2L	7193414	7195414	FBgn0031802	0.965	0
chr2L	7193414	7195414	CG9536	0.968	0
chr2L	7216538	7218538	FBgn0031791	0.958	0
chr2L	7216538	7218538	slam	0.964	0
chr2L	7216538	7218538	CG9507	0.959	0
chr2L	7216677	7218677	FBgn0031791	0.958	0
chr2L	7216677	7218677	slam	0.964	0
chr2L	7216677	7218677	CG9507	0.959	0
chr2L	7217027	7219027	slam	0.964	0
chr2L	7217027	7219027	CG9507	0.959	0
chr2L	7217027	7219027	Ndae1	0.964	0
chr2L	7217062	7219062	FBgn0031791	0.958	0
chr2L	7217062	7219062	slam	0.964	0
chr2L	7217062	7219062	CG9507	0.959	0
chr2L	7217062	7219062	Ndae1	0.958	0
chr2L	7221552	7223552	slam	0.964	0
chr2L	7221552	7223552	CG9507	0.965	0
chr2L	7221552	7223552	Ent2	0.964	0
chr2L	7222055	7224055	slam	0.964	0
chr2L	7222055	7224055	CG9507	0.965	0
chr2L	7222055	7224055	Ent2	0.964	0
chr2L	7411444	7413444	CG9536	0.973	0
chr2L	7411444	7413444	CG5181	0.983	0
chr2L	7411444	7413444	CG13390	0.966	0
chr2L	7411444	7413444	AlaRS	0.966	0
chr2L	7411769	7413769	CG9536	0.973	0
chr2L	7411769	7413769	CG5181	0.993	0
chr2L	7411769	7413769	CG13390	0.966	0
chr2L	7411769	7413769	AlaRS	0.966	0
chr2L	7426037	7428037	CG9536	0.963	0
chr2L	7426037	7428037	Gr28b	0.963	0
chr2L	7426037	7428037	CG13390	0.964	0
chr2L	7426037	7428037	AlaRS	0.964	0
chr2L	7426487	7428487	CG9536	0.963	0
chr2L	7426487	7428487	CG13390	0.964	0
chr2L	7426487	7428487	AlaRS	0.964	0
chr2L	7494736	7496736	Ent2	0.969	0
chr2L	7494736	7496736	FBgn0032021	0.955	0
chr2L	7494736	7496736	Akap200	0.966	0
chr2L	7495254	7497254	Ent2	0.969	0
chr2L	7495254	7497254	FBgn0032021	0.955	0
chr2L	7495254	7497254	Akap200	0.966	0
chr2L	7495309	7497309	Ent2	0.969	0
chr2L	7495309	7497309	FBgn0032021	0.955	0
chr2L	7495309	7497309	Akap200	0.966	0
chr2L	7518678	7520678	Ent2	0.957	0
chr2L	7518678	7520678	CG13390	0.962	0
chr2L	7518678	7520678	AlaRS	0.962	0
chr2L	7518718	7520718	Ent2	0.957	0
chr2L	7518718	7520718	CG13390	0.962	0
chr2L	7518718	7520718	AlaRS	0.962	0
chr2L	7519055	7521055	Ent2	0.957	0
chr2L	7519055	7521055	CG13390	0.962	0
chr2L	7519055	7521055	AlaRS	0.962	0
chr2L	7519776	7521776	Ent2	0.957	0
chr2L	7519776	7521776	CG13390	0.962	0
chr2L	7519776	7521776	AlaRS	0.962	0
chr2L	7524828	7526828	FBgn0031946	0.977	0
chr2L	7524828	7526828	CG13390	0.966	0
chr2L	7524828	7526828	AlaRS	0.962	0
chr2L	7525018	7527018	FBgn0031946	0.973	0
chr2L	7525018	7527018	CG13390	0.966	0
chr2L	7525018	7527018	AlaRS	0.962	0
chr2L	7525115	7527115	FBgn0031946	0.973	0
chr2L	7525115	7527115	CG13390	0.966	0
chr2L	7525115	7527115	AlaRS	0.962	0
chr2L	7529472	7531472	Ent2	0.96	0
chr2L	7529472	7531472	CG13390	0.966	0
chr2L	7529472	7531472	AlaRS	0.966	0
chr2L	7531576	7533576	Ent2	0.96	0
chr2L	7531576	7533576	CG13390	0.966	0
chr2L	7531576	7533576	AlaRS	0.966	0
chr2L	7541775	7543775	FBgn0031946	0.974	0
chr2L	7541775	7543775	r2d2	0.961	0
chr2L	7541775	7543775	CG13390	0.96	0
chr2L	7541775	7543775	AlaRS	0.96	0
chr2L	7543892	7545892	FBgn0031946	0.974	0
chr2L	7543892	7545892	CG13390	0.959	0
chr2L	7543892	7545892	AlaRS	0.96	0
chr2L	7781574	7783574	CG3430	0.955	0
chr2L	7781574	7783574	Atac1	0.955	0
chr2L	7781574	7783574	CG10399	0.953	0
chr2L	7781885	7783885	CG3430	0.955	0
chr2L	7781885	7783885	Atac1	0.955	0
chr2L	7781885	7783885	CG10399	0.953	0
chr2L	7782371	7784371	CG3430	0.955	0
chr2L	7782371	7784371	Atac1	0.955	0
chr2L	7782371	7784371	CG10399	0.955	0
chr2L	7798161	7800161	prg	0.977	0
chr2L	7798161	7800161	FBgn0263314	0.981	0
chr2L	7798161	7800161	LManV	0.966	0
chr2L	8002603	8004603	CG43322	0.95	0
chr2L	8002603	8004603	MME1	0.957	0
chr2L	8002603	8004603	CG4496	0.95	0
chr2L	8002603	8004603	CG32983	0.957	0
chr2L	8003114	8005114	MME1	0.956	0
chr2L	8003114	8005114	CG4496	0.95	0
chr2L	8003114	8005114	CG32983	0.957	0
chr2L	8028294	8030294	CG4496	0.966	0
chr2L	8028294	8030294	wol	0.931	0
chr2L	8028294	8030294	CG32983	0.955	0
chr2L	8030004	8032004	CG4496	0.966	0
chr2L	8030004	8032004	FBgn0031976	0.99	0
chr2L	8030004	8032004	CG32983	0.955	0
